stockCode,tickerSymbol,companyName,companyNameEng,market,sector
KR7080720006,080720,한국유니온제약,"UNION KOREA PHARM CO.,Ltd",KOSDAQ,제약
KR7081000002,081000,일진다이아몬드 보통주,"ILJIN DIAMOND CO., LTD",KOSPI,화학
KR7081150005,081150,티플랙스,"Tplex Co., Ltd.",KOSDAQ,금속
KR7081580003,081580,성우전자,"SUNGWOO ELECTRONICS CO., LTD.",KOSDAQ,IT부품
KR7081660003,081660,휠라홀딩스보통주,Fila Holdings,KOSPI,유통업
KR7082210006,082210,옵트론텍,OPTRONTEC Inc.,KOSDAQ,IT부품
KR7082270000,082270,젬백스&카엘,"GemVax & KAEL Co.,Ltd.",KOSDAQ,기계·장비
KR7082640004,082640,동양생명보험보통주,TONGYANG LIFE INSURANCE,KOSPI,보험
KR7082660002,082660,코스나인,"Cosnine Co., Ltd",KOSDAQ,화학
KR7082740002,082740,한화엔진보통주,Hanwha Engine,KOSPI,기계
KR7082800004,082800,비보존제약,VIVOZON PHARMACEUTICAL,KOSDAQ,제약
KR7082850009,082850,우리바이오,"WOOREE BIO CO., LTD",KOSDAQ,일반전기전자
KR7082920000,082920,비츠로셀,"VITZROCELL Co., Ltd.",KOSDAQ,IT부품
KR7083310003,083310,엘오티베큠,"LOT Vacuum. Co., Ltd.",KOSDAQ,반도체
KR7083420000,083420,그린케미칼보통주,GREEN CHEMICAL,KOSPI,화학
KR7083450007,083450,글로벌스탠다드테크놀로지,"Global Standard Technology Co., Ltd.",KOSDAQ,반도체
KR7083470005,083470,이엠앤아이,"EMnI Co., Ltd.",KOSDAQ,IT부품
KR7083500009,083500,에프엔에스테크,"FNS TECH. Co.,Ltd.",KOSDAQ,기계·장비
KR7083550004,083550,케이엠,KM CORPORATION,KOSDAQ,섬유·의류
KR7083640003,083640,인콘,"INCON Co., Ltd.",KOSDAQ,통신장비
KR7083650002,083650,비에이치아이,"BHI Co., LTD.",KOSDAQ,기계·장비
KR7083660001,083660,씨에스에이코스믹,"CSA COSMIC CO., LTD.",KOSDAQ,화학
KR7083790006,083790,씨지인바이츠,CrystalGenomics Invites,KOSDAQ,기타서비스
KR7083930008,083930,아바코,"AVACO CO.,LTD.",KOSDAQ,기계·장비
KR7084010008,084010,대한제강 보통주,Daehan Steel Co. Ltd.,KOSPI,철강금속
KR7084110006,084110,휴온스글로벌,"Huons Global Co., Ltd.",KOSDAQ,제약
KR7084180009,084180,수성웹툰,Soosung Webtoon,KOSDAQ,기계·장비
KR7084370006,084370,유진테크,"Eugene Technology Co., Ltd.",KOSDAQ GLOBAL,반도체
KR7084440007,084440,유비온,UBION CO.LTD.,KOSDAQ,소프트웨어
KR7084650001,084650,랩지노믹스,"LabGenomics. Co., Ltd.",KOSDAQ,기타서비스
KR7084670009,084670,동양고속보통주,DONGYANG EXPRESS CORP.,KOSPI,운수창고업
KR7084680008,084680,이월드보통주,E-WORLD,KOSPI,기타제조업
KR7084690007,084690,대상홀딩스 보통주,Daesang Holdings,KOSPI,기타금융
KR7084691005,084695,대상홀딩스 1우선주,Daesang Holdings(1P),KOSPI,기타금융
KR7084730001,084730,팅크웨어,Thinkware Systems Corporation,KOSDAQ,통신장비
KR7084850007,084850,아이티엠반도체,"ITM Semiconductor Co., Ltd",KOSDAQ GLOBAL,반도체
KR7084870005,084870,TBH글로벌보통주,TBH GLOBAL,KOSPI,섬유의복
KR7084990001,084990,헬릭스미스,"Helixmith Co., Ltd",KOSDAQ,기타서비스
KR7085310001,085310,엔케이 보통주,NK,KOSPI,기계
KR7085620003,085620,미래에셋생명보험보통주,"MIRAE ASSET Life Insurance CO., Ltd.",KOSPI,보험
KR7085660009,085660,차바이오텍,"Chabiotech Co.,Ltd.",KOSDAQ,제약
KR7085670008,085670,뉴프렉스,"NEWFLEX TECHNOLOGY Co., LTD.",KOSDAQ,IT부품
KR7085810000,085810,알티캐스트,Alticast Corporation,KOSDAQ,소프트웨어
KR7085910008,085910,네오티스,"NEO TECHNICAL SYSTEM CO., LTD",KOSDAQ,운송장비·부품
KR7086040003,086040,바이오톡스텍,"Biotoxtech Co., Ltd.",KOSDAQ,기타서비스
KR7086060001,086060,진바이오텍,"Gene Bio Tech Co., Ltd.",KOSDAQ,유통
KR7086220001,086220,비엘헬스케어,BL Healthcare,KONEX,null
KR7086280005,086280,현대글로비스보통주,"HYUNDAIGLOVIS Co.,LTD",KOSPI,운수창고업
KR7086390002,086390,유니테스트,UniTest Inc.,KOSDAQ,반도체
KR7086450004,086450,동국제약,"DongKook Pharmaceutical Co.,Ltd.",KOSDAQ GLOBAL,제약
KR7086460003,086460,큐러블,Cur,KONEX,null
KR7086520004,086520,에코프로,"ECOPRO CO., LTD",KOSDAQ,금융
KR7086670007,086670,비엠티,"BMT Co.,Ltd.",KOSDAQ,기계·장비
KR7086710001,086710,선진뷰티사이언스,"SUNJIN BEAUTY SCIENCE CO., LTD.",KOSDAQ,화학
KR7086790003,086790,하나금융지주보통주,HanaFinancialGroupInc.,KOSPI,기타금융
KR7086820008,086820,바이오솔루션,"Bio Solution Co.,Ltd.",KOSDAQ,제약
KR7086890001,086890,이수앱지스,"ISU Abxis Co., Ltd.",KOSDAQ,제약
KR7086900008,086900,메디톡스,Medy-Tox Inc.,KOSDAQ,제약
KR7086960002,086960,MDS테크,MDS Tech,KOSDAQ,소프트웨어
KR7086980000,086980,쇼박스,SHOWBOX Corp.,KOSDAQ,오락·문화
KR7087010005,087010,펩트론,"Peptron, Inc.",KOSDAQ,제약
KR7087260006,087260,모바일어플라이언스,"MOBILE APPLIANCE, INC.",KOSDAQ,소프트웨어
KR7087600003,087600,픽셀플러스,"Pixelplus. Co., Ltd.",KOSDAQ,반도체
KR7088130000,088130,동아엘텍,"DONG A ELTEK Co., Ltd",KOSDAQ,기계·장비
KR7088260005,088260,이리츠코크렙기업구조조정부동산투자회사보통주,E KOCREF CR-REIT,KOSPI,서비스업
KR7088280003,088280,쏘닉스,SAWNICS INC.,KOSDAQ,반도체
KR7088290002,088290,이원컴포텍,"EWON COMFORTECH CO., LTD",KOSDAQ,운송장비·부품
KR7088350004,088350,한화생명보험보통주,HANWHA LIFE INSURANCE,KOSPI,보험
KR7088390000,088390,이녹스,INNOX Corporation,KOSDAQ,운송장비·부품
KR7088790001,088790,진도 보통주,"JINDO.CO.,LTD",KOSPI,유통업
KR7088800008,088800,에이스테크놀로지,Ace Technologies Corp.,KOSDAQ,통신장비
KR7088910005,088910,동우팜투테이블,"DONGWOO FARM TO TABLE CO., LTD",KOSDAQ,음식료·담배
KR7088980008,088980,맥쿼리한국인프라투융자회사 보통주,Macquarie Korea Infrastructure Fund,KOSPI,기타금융
KR7089010003,089010,켐트로닉스,"CHEMTRONICS Co., Ltd.",KOSDAQ,화학
KR7089030001,089030,테크윙,"Techwing, Inc.",KOSDAQ,반도체
KR7089140008,089140,넥스턴바이오사이언스,NEXTURNBIOSCIENCE,KOSDAQ,기계·장비
KR7089150007,089150,케이씨티,Korea Computer Terminal Inc.,KOSDAQ,컴퓨터서비스
KR7089230007,089230,더이앤엠,"THE E&M Co., Ltd.",KOSDAQ,인터넷
KR7089470009,089470,에이치디씨현대이피보통주,HDC Hyundai Engineering Plastics,KOSPI,화학
KR7089530000,089530,에이티세미콘,"AT semicon Co., Ltd.",KOSDAQ,반도체
KR7089590004,089590,제주항공보통주,"JEJUAIR, CO., LTD.",KOSPI,운수창고업
KR7089600001,089600,나스미디어,"Nasmedia Co., Ltd.",KOSDAQ,기타서비스
KR7089790000,089790,제이티,JT Corporation.,KOSDAQ,반도체
KR7089850002,089850,유비벨록스,UbiVelox Inc.,KOSDAQ,소프트웨어
KR7089860001,089860,롯데렌탈보통주,LOTTE rental,KOSPI,서비스업
KR7089890008,089890,코세스,"KOSES Co.,Ltd",KOSDAQ,반도체
KR7089970008,089970,에이피티씨,APTC,KOSDAQ,기계·장비
KR7089980007,089980,상아프론테크,"SANG-A FRONTEC CO., LTD.",KOSDAQ,화학
KR7090080003,090080,평화산업 주식회사 보통주,"Pyung Hwa Industrial Co., Ltd.",KOSPI,운수장비
KR7090150004,090150,아이윈,iWIN,KOSDAQ,운송장비·부품
KR7090350000,090350,노루페인트 보통주,NOROO PAINT,KOSPI,화학
KR7090351008,090355,노루페인트 1우선주,NOROO PAINT(1P),KOSPI,화학
KR7090360009,090360,로보스타,"Robostar Co.,Ltd.",KOSDAQ,기계·장비
KR7090370008,090370,메타랩스보통주,METALABS,KOSPI,섬유의복
KR7090410002,090410,덕신하우징,"DUCKSHIN HOUSING CO., LTD.",KOSDAQ,금속
KR7090430000,090430,아모레퍼시픽 보통주,AMOREPACIFIC CORPORATION,KOSPI,화학
KR7090431008,090435,아모레퍼시픽 1우선주,AMOREPACIFIC CORPORATION(1P),KOSPI,화학
KR7090460007,090460,비에이치보통주,BH,KOSPI,전기전자
KR7090470006,090470,제이스텍,"JASTECH, Ltd.",KOSDAQ,반도체
KR7090710005,090710,휴림로봇,"Hyulim ROBOT Co.,Ltd.",KOSDAQ,기계·장비
KR7090850009,090850,현대이지웰,HYUNDAI EZWEL,KOSDAQ,기타서비스
KR7091090001,091090,세원이앤씨보통주,"SEWON E&C CO.,LTD.",KOSPI,기계
KR7091120006,091120,이엠텍,"EM-Tech. CO., LTD.",KOSDAQ,IT부품
KR7091340000,091340,에스엔케이폴리텍,"S&K POLYTEC CO., LTD.",KOSDAQ,IT부품
KR7091440008,091440,한울소재과학,"HanWool Materials Science, Inc.",KOSDAQ,통신장비
KR7091580001,091580,상신이디피,"SANGSIN ENERGY DISPLAY PRECISION CO.,LTD",KOSDAQ,IT부품
KR7091590000,091590,남화토건,"Nam Hwa Construction Company, Limited",KOSDAQ,건설
KR7091700005,091700,파트론,"PARTRON CO., LTD",KOSDAQ GLOBAL,IT부품
KR7091810002,091810,티웨이항공보통주,TWAYAIR,KOSPI,운수창고업
KR7091970004,091970,나노캠텍,Nano Chem Tech Inc.,KOSDAQ,화학
KR7092040005,092040,아미코젠,"Amicogen, Inc.",KOSDAQ,음식료·담배
KR7092070002,092070,디엔에프,"DNF Co., Ltd.",KOSDAQ,화학
KR7092130004,092130,이크레더블,"e-Credible Co., Ltd.",KOSDAQ,기타서비스
KR7092190008,092190,서울바이오시스,"SEOUL VIOSYS CO., LTD.",KOSDAQ,IT부품
KR7092200005,092200,디아이씨 보통주,DAE-IL Corporation,KOSPI,운수장비
KR7092220003,092220,케이이씨 보통주,KEC Corporation,KOSPI,전기전자
KR7092230002,092230,KPX홀딩스보통주,KPXHOLDINGS,KOSPI,화학
KR7092300003,092300,현우산업,"HYUNWOO INDUSTRIAL CO.,LTD",KOSDAQ,IT부품
KR7092440007,092440,기신정기 보통주,KISHIN CORPORATION,KOSPI,기계
KR7092460005,092460,한라아이엠에스,"HANLA IMS Co., LTD",KOSDAQ,운송장비·부품
KR7092590009,092590,럭스피아,Luxpia,KONEX,null
KR7092600006,092600,앤씨앤,"NC& Co., Ltd.",KOSDAQ,반도체
KR7092730001,092730,네오팜,"Neopharm CO., LTD.",KOSDAQ,화학
KR7092780006,092780,동양피스톤보통주,DONGYANG PISTON,KOSPI,운수장비
KR7092790005,092790,넥스틸보통주,NEXTEEL,KOSPI,철강금속
KR7092870005,092870,엑시콘,"Exicon Co., Ltd.",KOSDAQ,반도체
KR7093050003,093050,LF보통주,LF,KOSPI,섬유의복
KR7093190007,093190,빅솔론,"BIXOLON Co., Ltd",KOSDAQ,정보기기
KR7093230001,093230,이아이디보통주,E Investment&Development,KOSPI,유통업
KR7093240000,093240,형지엘리트보통주,HYUNGJI ELITE,KOSPI,섬유의복
KR7093320000,093320,케이아이엔엑스,"KINX, Inc.",KOSDAQ,인터넷
KR7093370005,093370,후성 보통주,"FOOSUNG CO.,LTD",KOSPI,화학
KR7093380004,093380,풍강,"PUNGKANG CO.,LTD",KOSDAQ,금속
KR7093510006,093510,엔지브이아이,NGVI,KONEX,null
KR7093520005,093520,매커스,MAKUS,KOSDAQ,유통
KR7093640001,093640,케이알엠,Korea Robot Manufacturing,KOSDAQ,반도체
KR7093920007,093920,서원인텍,"SEOWONINTECH.CO.,LTD",KOSDAQ,IT부품
KR7094170008,094170,동운아나텍,"DONGWOON ANATECH CO.,LTD.",KOSDAQ,반도체
KR7094280005,094280,효성아이티엑스 보통주,"HYOSUNG ITX Co., Ltd.",KOSPI,서비스업
KR7094360005,094360,칩스앤미디어,"Chips&Media, Inc.",KOSDAQ,반도체
KR7094480001,094480,갤럭시아머니트리,"GalaxiaMoneytree Co.,Ltd.",KOSDAQ,소프트웨어
KR7094800000,094800,미래에셋맵스아시아퍼시픽부동산공모1호,MIRAEASSETMAPS ASIAPACIFIC REAL ESTATE 1,KOSPI,기타금융
KR7094820008,094820,일진파워,"ILJIN POWER CO., LTD.",KOSDAQ,건설
KR7094840006,094840,슈프리마에이치큐,Suprema HQ Inc.,KOSDAQ,컴퓨터서비스
KR7094850005,094850,참좋은여행,"Very Good Tour Co.,Ltd.",KOSDAQ,기타서비스
KR7094860004,094860,네오리진,NEORIGIN,KOSDAQ,소프트웨어
KR7094940004,094940,푸른기술,PULOON TECHNOLOGY INC.,KOSDAQ,정보기기
KR7094970001,094970,제이엠티,"JMT CO.,Ltd.",KOSDAQ,IT부품
KR7095190005,095190,이엠코리아,"EMKOREA Co., LTD.",KOSDAQ,금속
KR7095270005,095270,웨이브일렉트로닉스,"Wave Electronics Co., Ltd.",KOSDAQ,IT부품
KR7095340006,095340,아이에스시,"ISC Co., LTD.",KOSDAQ,반도체
KR7095500005,095500,미래나노텍,"MNTECH Co.,Ltd.",KOSDAQ,IT부품
KR7095570008,095570,AJ네트웍스보통주,"AJ Networks Co.,Ltd.",KOSPI,서비스업
KR7095610002,095610,테스,"TES CO., LTD.",KOSDAQ GLOBAL,반도체
KR7095660007,095660,네오위즈,NEOWIZ,KOSDAQ,디지털컨텐츠
KR7095700001,095700,제넥신,"Genexine, Inc.",KOSDAQ,기타서비스
KR7095720009,095720,웅진씽크빅 보통주,"WOONGJIN THINKBIG CO., LTD.",KOSPI,서비스업
KR7095910006,095910,에스에너지,"S-Energy CO., LTD.",KOSDAQ,IT부품
KR7096040001,096040,이트론,"E-TRON CO.,LTD.",KOSDAQ,정보기기
KR7096240007,096240,크레버스,Creverse,KOSDAQ,기타서비스
KR7096350004,096350,대창솔루션,"DAECHANG SOLUTION CO.,LTD.",KOSDAQ,금속
KR7096530001,096530,씨젠,Seegene Inc.,KOSDAQ,제약
KR7096610001,096610,알에프세미,"RFsemi Technologies,Inc.",KOSDAQ,반도체
KR7096630009,096630,에스코넥,"S Connect Co., LTD",KOSDAQ,IT부품
KR7096690003,096690,에이루트,"Aroot Co., Ltd.",KOSDAQ,정보기기
KR7096760004,096760,JW홀딩스 보통주,JW HOLDINGS CORPORATION,KOSPI,기타금융
KR7096770003,096770,SK이노베이션 보통주,SK Innovation,KOSPI,화학
KR7096771001,096775,SK이노베이션 1우선주,SK Innovation(1P),KOSPI,화학
KR7096870001,096870,엘디티,LDT Inc.,KOSDAQ,반도체
KR7097230007,097230,HJ중공업보통주,HJ SHIPBUILDING & CONSTRUCTION,KOSPI,건설업
KR7097520001,097520,엠씨넥스보통주,"MCNEX Co.,Ltd.",KOSPI,전기전자
KR7097780001,097780,에코볼트,Eco Volt,KOSDAQ,운송장비·부품
KR7097800007,097800,윈팩,WINPAC INC.,KOSDAQ,반도체
KR7097870000,097870,효성오앤비,"Hyosung ONB Co., Ltd",KOSDAQ,화학
KR7097950000,097950,씨제이제일제당 주식회사 보통주,CJ CheilJedang Corp,KOSPI,음식료품
KR7097951008,097955,씨제이제일제당 주식회사 1우선주,CJ CheilJedang Corp(1P),KOSPI,음식료품
KR7098120009,098120,(주)마이크로컨텍솔루션,"Micro Contact Solution Co.,Ltd.",KOSDAQ,반도체
KR7098460009,098460,고영테크놀러지,Koh Young Technology Inc.,KOSDAQ GLOBAL,기계·장비
KR7098660004,098660,에스티오,"STO Co., Ltd.",KOSDAQ,섬유·의류
KR7099190001,099190,아이센스,"i-SENS, Inc.",KOSDAQ,의료·정밀기기
KR7099220006,099220,에스디엔,SDN Company Ltd.,KOSDAQ,유통
KR7099320004,099320,쎄트렉아이,"Satrec Initiative Co., Ltd.",KOSDAQ,통신장비
KR7099390007,099390,브레인즈컴퍼니,"Brainzcompany Co., Ltd.",KOSDAQ,소프트웨어
KR7099410003,099410,동방선기,"Dongbang Ship Machinery Co., Ltd",KOSDAQ,운송장비·부품
KR7099430001,099430,바이오플러스,"Bio Plus Co., Ltd",KOSDAQ,제약
KR7099440000,099440,스맥,"SMEC CO.,LTD",KOSDAQ,기계·장비
KR7099520009,099520,아이티엑스에이아이,"ITX-AI Co., Ltd.",KOSDAQ,통신장비
KR7099750002,099750,이지케어텍,"ezCaretech Co., LTD",KOSDAQ,소프트웨어
KR7100030006,100030,인지소프트,Inzisoft,KOSDAQ,소프트웨어
KR7100090000,100090,SK오션플랜트보통주,SKoceanplant,KOSPI,철강금속
KR7100120005,100120,뷰웍스,"Vieworks Co., Ltd.",KOSDAQ,의료·정밀기기
KR7100130004,100130,동국에스엔씨,DONGKUK STRUCTURES & CONSTRUCTION COMPANY LIMITED,KOSDAQ,금속
KR7100220003,100220,비상교육 보통주,VISANG EDUCATION INC,KOSPI,서비스업
KR7100250000,100250,진양홀딩스보통주,Chinyang Holdings Corporation,KOSPI,화학
KR7100590009,100590,머큐리,Mercury Corporation,KOSDAQ,일반전기전자
KR7100660000,100660,서암기계공업,"SEOAM MACHINERY INDUSTRY CO., LTD.",KOSDAQ,기계·장비
KR7100700004,100700,세운메디칼,"SEWOONMEDICAL CO., LTD.",KOSDAQ,제약
KR7100790005,100790,미래에셋벤처투자,"Mirae Asset Venture Investment Co., Ltd",KOSDAQ,금융
KR7100840008,100840,SNT에너지보통주,"SNTEnergy Co.,Ltd.",KOSPI,기계
KR7101000008,101000,상상인인더스트리,"Sangsangin Industry Co., Ltd.",KOSDAQ,기계·장비
KR7101140002,101140,인바이오젠보통주,INBIOGEN,KOSPI,유통업
KR7101160000,101160,월덱스,"WORLDEX INDUSTRY & TRADING CO., LTD",KOSDAQ,반도체
KR7101170009,101170,우림피티에스,WOORIM POWER TRAIN SOLUTION,KOSDAQ,기계·장비
KR7101240000,101240,씨큐브,"CQV Co., Ltd.",KOSDAQ,화학
KR7101330009,101330,모베이스,"MOBASE Co., Ltd.",KOSDAQ,IT부품
KR7101360006,101360,에코앤드림,Eco&Dream,KOSDAQ,화학
KR7101390003,101390,아이엠,"IM CO., LTD",KOSDAQ,IT부품
KR7101400000,101400,엔시트론,"N CITRON, INC.",KOSDAQ,반도체
KR7101490001,101490,에스앤에스텍,S&S TECH CORPORATION,KOSDAQ,반도체
KR7101530004,101530,해태제과식품주식회사,"Haitai Confectionery and Foods Co., Ltd.",KOSPI,음식료품
KR7101670008,101670,하이드로리튬,Hydro Lithium,KOSDAQ,금속
KR7101680007,101680,한국정밀기계,"HNK MACHINE TOOL CO.,LTD.",KOSDAQ,기계·장비
KR7101730000,101730,위메이드맥스,Wemade Max,KOSDAQ,디지털컨텐츠
KR7101930006,101930,인화정공,"Inhwa Precision Co., Ltd",KOSDAQ,운송장비·부품
KR7102120003,102120,어보브반도체,"ABOV Semiconductor Co.,Ltd.",KOSDAQ,반도체
KR7102260007,102260,동성케미컬보통주,"DONGSUNG CHEMICAL Co., Ltd.",KOSPI,서비스업
KR7102280005,102280,쌍방울,SBW,KOSPI,섬유의복
KR7102370004,102370,케이옥션,K Auction Inc.,KOSDAQ,유통
KR7102460003,102460,이연제약보통주,REYON PHARMACEUTICAL,KOSPI,의약품
KR7102710001,102710,이엔에프테크놀로지,"ENF Technology Co., Ltd",KOSDAQ,화학
KR7102940004,102940,코오롱생명과학,KOLON LIFE SCIENCE Inc.,KOSDAQ,제약
KR7102950003,102950,아하,AHA,KONEX,null
KR7103140000,103140,풍산 보통주,POONGSAN CORPORATION,KOSPI,철강금속
KR7103230009,103230,에스앤더블류,S&W Corporation,KOSDAQ,기계·장비
KR7103590006,103590,일진전기 보통주,ILJIN ELECTRIC,KOSPI,전기전자
KR7103660007,103660,씨앗,CIAAT,KONEX,null
KR7103840005,103840,우양,"WOOYANG CO., LTD.",KOSDAQ,음식료·담배
KR7104040001,104040,대성파인텍,"Daesung Fine Tech. Co., Ltd",KOSDAQ,운송장비·부품
KR7104200001,104200,엔에이치엔벅스,NHN BUGS Corporation,KOSDAQ,디지털컨텐츠
KR7104460001,104460,디와이피엔에프,"DYPNF CO.,LTD",KOSDAQ,기계·장비
KR7104480009,104480,티케이케미칼,TK CHEMICAL CORPORATION,KOSDAQ,화학
KR7104540000,104540,코렌텍,"Corentec Co., Ltd.",KOSDAQ,의료·정밀기기
KR7104620000,104620,노랑풍선,"Yellow Balloon Tour Co., Ltd.",KOSDAQ,기타서비스
KR7104700000,104700,한국철강보통주,KISCO Corp.,KOSPI,철강금속
KR7104830005,104830,원익머트리얼즈,"WONIK Materials Co., Ltd.",KOSDAQ,반도체
KR7105330005,105330,케이엔더블유,"KNW Co., Ltd.",KOSDAQ,운송장비·부품
KR7105550008,105550,트루윈,Truwin Company Limited,KOSDAQ,일반전기전자
KR7105560007,105560,KB금융지주 보통주,KB Financial Group,KOSPI,기타금융
KR7105630008,105630,한세실업보통주,HANSAE,KOSPI,섬유의복
KR7105740005,105740,디케이락,DK-Lok Corporation,KOSDAQ,기계·장비
KR7105760003,105760,포스뱅크,"POSBANK CO., LTD.",KOSDAQ,기계·장비
KR7105840003,105840,우진보통주,WOOJIN INC,KOSPI,의료정밀
KR7106080005,106080,하이소닉,"HYSONIC Co., Ltd.",KOSDAQ,IT부품
KR7106190002,106190,하이텍팜,"HIGH TECH PHARM CO., LTD.",KOSDAQ,제약
KR7106240005,106240,파인테크닉스,"FINE TECHNIX CO., LTD",KOSDAQ,일반전기전자
KR7106520000,106520,노블엠앤비,Noble M&B,KOSDAQ,의료·정밀기기
KR7107590002,107590,미원홀딩스 보통주,"Miwon Holdings Co.,Ltd.",KOSPI,기타금융
KR7107600009,107600,새빗켐,"Sebitchem Co., LTD",KOSDAQ,화학
KR7107640005,107640,한중엔시에스,"HanJung Natural Connectivity System.co.,Ltd",KONEX,null
KR7108230004,108230,톱텍,"TOPTEC COMPANY,LIMITED",KOSDAQ,기계·장비
KR7108320003,108320,LX세미콘보통주,LX Semicon,KOSPI,전기전자
KR7108380007,108380,대양전기공업,"DAYANG ELECTRIC CO.,LTD",KOSDAQ,운송장비·부품
KR7108490004,108490,로보티즈,ROBOTIS,KOSDAQ,소프트웨어
KR7108670001,108670,엘엑스하우시스보통주,"LX HAUSYS, LTD.",KOSPI,화학
KR7108671009,108675,엘엑스하우시스1우선주,"LX HAUSYS, LTD.(1P)",KOSPI,화학
KR7108860008,108860,셀바스에이아이,SELVAS AI Inc.,KOSDAQ,소프트웨어
KR7109070003,109070,주성코퍼레이션보통주,JOOSUNG CORPERATION,KOSPI,전기전자
KR7109080002,109080,옵티시스,"OPTICIS CO., LTD.",KOSDAQ,통신장비
KR7109610006,109610,에스와이,"SY CO., LTD.",KOSDAQ,금속
KR7109670000,109670,씨싸이트,"C-SITE Co., Ltd.",KOSDAQ,섬유·의류
KR7109740001,109740,디에스케이,"DSK Co.,Ltd.",KOSDAQ,기계·장비
KR7109820001,109820,진매트릭스,GENEMATRIX INC.,KOSDAQ,기타서비스
KR7109860007,109860,동일금속,"DONGIL METAL CO., LTD.",KOSDAQ,금속
KR7109960005,109960,에이프로젠헬스케어앤게임즈,Aprogen Healthcare & Games Inc.,KOSDAQ,유통
KR7110020005,110020,전진바이오팜,"JEONJINBIO CO., LTD.",KOSDAQ,화학
KR7110790003,110790,크리스에프앤씨,"CreaS F&C Co., Ltd.",KOSDAQ,섬유·의류
KR7110990009,110990,디아이티,"Digital Imaging Technology, Inc.",KOSDAQ,IT부품
KR7111110003,111110,호전실업보통주,Hojeon,KOSPI,섬유의복
KR7111380002,111380,동인기연보통주,DONG IN ENTECH,KOSPI,기타제조업
KR7111710000,111710,남화산업,"Namhwa Industrial Co.,Ltd",KOSDAQ,오락·문화
KR7111770004,111770,영원무역보통주,Youngone Corporation,KOSPI,유통업
KR7111870002,111870,케이에이치전자,KH ELECTRON,KOSDAQ,일반전기전자
KR7112040001,112040,위메이드,"Wemade Co., Ltd.",KOSDAQ,디지털컨텐츠
KR7112190004,112190,케이씨산업,KC INDUSTRY,KONEX,null
KR7112290002,112290,와이씨켐,YCCHEM,KOSDAQ,반도체
KR7112610001,112610,씨에스윈드보통주,CS Wind Corporation,KOSPI,기계
KR7113810006,113810,디젠스,"Dgenx Co., Ltd.",KOSDAQ,운송장비·부품
KR7114090004,114090,그랜드코리아레저보통주,Grand Korea Leisure,KOSPI,서비스업
KR7114190002,114190,강원에너지,KANGWON ENERGY,KOSDAQ,금속
KR7114450000,114450,그린생명과학,GREEN LIFESCIENCE,KOSDAQ,제약
KR7114630007,114630,폴라리스우노,POLARIS UNO,KOSDAQ,화학
KR7114810005,114810,한솔아이원스,Hansol IONES,KOSDAQ,IT부품
KR7114840002,114840,아이패밀리에스씨,"iFamilySC Co., Ltd.",KOSDAQ,화학
KR7114920002,114920,대주이엔티 주식회사,"Daejoo Energy INnovation Technology Co.,Ltd",KONEX,null
KR7115160004,115160,휴맥스,"HUMAX CO., LTD.",KOSDAQ,통신장비
KR7115180002,115180,큐리언트,"Qurient Co., Ltd.",KOSDAQ,기타서비스
KR7115310005,115310,인포바인,"INFOvine co., Ltd.",KOSDAQ,통신서비스
KR7115390007,115390,락앤락보통주,"LOCK&LOCK CO.,LTD.",KOSPI,화학
KR7115440000,115440,우리넷,"Woori-Net Co., Ltd.",KOSDAQ,통신장비
KR7115450009,115450,에이치엘비테라퓨틱스,HLB Therapeutics,KOSDAQ,유통
KR7115480006,115480,씨유메디칼시스템,CU MEDICAL SYSTEMS Inc.,KOSDAQ,의료·정밀기기
KR7115500001,115500,케이씨에스,Korea Computer & Systems Inc.,KOSDAQ,컴퓨터서비스
KR7115530008,115530,씨엔플러스,"CNPLUS Co., Ltd.",KOSDAQ,IT부품
KR7115570004,115570,스타플렉스,"STARFLEX CO., LTD",KOSDAQ,화학
KR7115610008,115610,이미지스테크놀로지,"IMAGIS Co., Ltd.",KOSDAQ,반도체
KR7116100009,116100,태양기계 주식회사,"Sun Machinery Co.,LTD",KONEX,null
KR7117580001,117580,대성에너지보통주,DAESUNG ENERGY,KOSPI,전기가스업
KR7117670000,117670,알파홀딩스,"Alpha Holdings, Inc.",KOSDAQ,반도체
KR7117730002,117730,티로보틱스,"T-Robotics co., Ltd.",KOSDAQ,기계·장비
KR7118000009,118000,에스메디보통주,SMEDI,KOSPI,유통업
KR7118990001,118990,모트렉스,"MOTREX CO.,LTD",KOSDAQ,운송장비·부품
KR7119500007,119500,포메탈,"FORMETAL CO., LTD",KOSDAQ,금속
KR7119610004,119610,인터로조,INTEROJO CO. LTD.,KOSDAQ,의료·정밀기기
KR7119650000,119650,케이씨코트렐보통주,KC Cottrell,KOSPI,기계
KR7119830008,119830,아이텍,"ITEK, Inc.",KOSDAQ,반도체
KR7119850006,119850,지엔씨에너지,"GnCenergy Co., Ltd.",KOSDAQ,일반전기전자
KR7119860005,119860,커넥트웨이브,Connectwave,KOSDAQ,인터넷
KR7120030002,120030,조선선재 보통주,"CHOSUN WELDING POHANG Co., Ltd",KOSPI,기계
KR7120110002,120110,코오롱인더스트리보통주,KOLON INDUSTRIES,KOSPI,화학
KR7120111000,120115,코오롱인더스트리1우선주,KOLON INDUSTRIES(1P),KOSPI,화학
KR7120240007,120240,대정화금,"Daejung Chemicals & Metals Co., Ltd.",KOSDAQ,화학
